survived,pclass,sex,age,sibsp,parch,fare,embarked
1,1,female,5.233458431006401,0,0,71.99716054990543,C
0,1,male,28.39361284063144,0,1,67.75957400039717,S
0,3,male,51.687345377517374,0,0,0.0,C
0,3,male,25.916952566487677,0,1,0.0,S
0,3,male,28.39361284063144,0,0,26.72422160284049,S
0,3,male,33.13585313642907,1,0,26.30258457879696,S
0,3,male,28.178106737997496,1,0,32.873409462559465,S
0,3,male,28.39361284063144,3,0,13.824717517178225,S
0,3,male,26.268447042547443,0,1,1.0736519800210864,S
1,1,male,3.879297440329676,1,0,189.2582322037633,S
0,2,male,18.053018666700275,0,0,47.70690358618837,S
0,3,male,37.69228006617456,0,0,3.9296177571489075,S
1,3,female,35.43488204225637,0,0,30.485747229738667,S
0,2,male,6.977655371586145,1,0,19.810142786885514,S
0,1,male,19.197033468581083,1,1,87.8477224176256,S
1,2,female,28.39361284063144,0,0,42.36824479981015,S
0,3,male,24.400690885343735,0,0,1.050330215255677,S
1,1,female,9.749252965277503,0,0,29.8773312339448,S
1,1,female,20.588618932267558,1,0,48.8783095292638,S
0,3,male,19.135147963736852,0,1,11.108356015893877,S
0,3,male,40.88723226654783,0,1,18.811740886745376,S
0,1,male,41.43225900935853,0,1,123.0651182059147,S
1,1,male,27.585748357712166,0,0,155.7602434901836,S
0,1,male,24.015422959874392,0,1,30.32889145207453,S
1,3,female,31.728902524567143,0,0,24.87087189252434,Q
1,3,female,17.859660941894163,1,1,12.955889588643268,S
1,3,female,13.070934808572105,0,0,25.588008606340118,S
1,3,female,16.066792470577106,0,1,11.988638221583805,C
0,3,male,28.39361284063144,1,0,12.638002912160216,S
1,1,male,12.82962990301207,2,3,10.288538823292342,S
1,3,female,32.049863606411684,0,1,21.597569730181434,C
0,3,male,28.39361284063144,1,0,5.241600459769085,S
0,3,male,28.39361284063144,0,0,9.135776268007714,C
1,1,female,30.064366312632483,0,2,143.1638093654517,S
0,3,male,26.510930968638135,0,0,15.212241836893565,S
0,1,male,34.651875940283645,0,0,31.911544509832652,S
0,2,male,29.512387862497974,0,0,0.0,S
0,2,male,8.622810440991351,0,0,33.91147117640712,Q
1,1,female,11.3953551665711,0,0,172.340953800907,S
1,3,female,30.126641845982103,0,0,11.752682457866785,S
1,2,female,44.61732333630988,1,1,7.473404790985876,S
1,1,female,0.4,1,1,86.01078154204808,S
0,3,female,28.39361284063144,0,0,3.694844976123955,S
0,3,male,46.949519076670825,0,0,13.636538763330954,C
0,3,male,27.481124795009908,0,0,23.94073170005896,S
0,3,female,28.39361284063144,0,0,3.4882405273290953,C
1,1,female,19.50549832698187,0,0,117.48343743410913,S
1,1,female,27.969190110485286,0,0,73.66027840542283,S
0,2,male,6.196753984531803,0,1,33.09661076503922,S
1,3,female,0.4,0,0,13.076417931621211,S
0,1,male,43.37010411776649,0,0,127.7445477586192,S
1,1,female,15.417573547995593,0,0,174.55711915161083,S
0,3,male,28.39361284063144,0,0,1.9639978510454732,C
1,3,female,9.5965873275822,0,0,3.6650446853959355,C
0,3,female,9.2554393052838,0,0,0.0,C
0,1,male,27.179353348628062,0,0,45.07111752572057,Q
0,2,male,28.39361284063144,0,1,0.0,C
0,3,male,35.18057947092313,1,0,6.66881668717404,S
0,1,male,36.26180707520408,0,0,5.755424318763787,S
0,1,male,34.352319871706804,0,0,65.95617071159211,C
1,3,female,28.39361284063144,1,0,21.59533745763219,Q
0,2,male,52.57763897151235,1,1,7.288707941349912,Q
1,2,female,28.39361284063144,0,0,35.36304984212318,C
0,3,male,28.90344444005769,1,0,14.528513098689489,S
1,3,female,46.124002397534035,1,0,37.278053364265915,Q
0,3,male,28.39361284063144,0,0,20.304252879801652,Q
0,1,male,28.39361284063144,1,0,88.47633100337927,S
1,1,female,25.170846095989887,1,0,32.4871200314363,C
0,3,male,49.39275589007528,2,3,35.38174470485208,S
0,1,male,37.06714702538645,1,1,84.71796591214921,Q
0,3,male,32.53131395645671,1,0,5.575179574312733,S
1,1,male,26.543571945197478,0,1,54.32598916262828,C
0,1,male,24.13488657723769,1,1,66.21945708160007,S
1,3,female,33.8791764148097,0,0,10.672433016701254,S
0,3,male,26.04057518772499,0,1,0.9576773440675694,S
0,1,male,29.08260999485556,1,2,52.02748349191373,S
0,3,male,30.839681238668042,2,0,0.0,S
0,3,male,19.867962836844264,0,0,11.99787190377501,Q
0,1,male,37.41587592128086,1,0,0.0,S
0,3,male,71.95654740202359,0,0,13.698151428541474,C
0,3,male,28.39361284063144,1,1,4.20605833097231,S
0,1,male,28.39361284063144,0,1,0.0,S
0,3,male,18.677243715025867,1,0,11.700008039722178,C
0,3,male,38.072337374029125,0,0,6.429704341495336,S
0,3,male,30.37508336325398,0,1,16.05231091702978,S
1,1,male,28.39361284063144,1,0,84.11819942352273,C
0,3,male,28.39361284063144,0,0,22.13035736887622,C
1,1,female,32.490106207638625,0,1,173.49771279149647,S
1,1,female,28.39361284063144,0,0,79.41670551518621,Q
1,3,female,0.4,0,1,28.41076778240017,S
1,1,female,52.76155831978234,0,0,158.48652560280922,S
1,3,female,35.13840120243893,1,0,6.741833052667761,S
0,3,male,28.39361284063144,1,0,8.522363716531268,S
1,1,female,12.011801699797935,0,0,48.39971417519763,S
0,3,male,17.65383671672263,0,1,13.090351052086714,C
0,3,male,28.39361284063144,0,0,5.6930226339822685,S
1,1,female,28.39361284063144,3,0,0.0,S
0,3,male,33.80449452614485,1,0,8.390709991209619,S
0,3,male,45.425469833484506,1,0,17.5982566628689,S
1,3,female,4.104305428108685,0,1,15.362583062534922,S
0,3,male,43.82037653990098,0,1,25.99554469825827,Q
0,2,male,29.82008769438994,0,0,30.023197241550744,S
1,1,female,26.745163013694057,0,0,45.575217193565045,S
0,1,male,8.368829101419088,3,0,0.0,S
1,3,female,36.99420569146454,0,0,21.6677429226312,S
1,1,female,0.4,0,0,139.89777613973845,C
1,3,female,28.39361284063144,0,1,32.50853634291268,Q
1,1,female,28.39361284063144,0,0,123.95180822594271,S
0,3,male,30.475139732953373,0,0,21.063801464245856,S
1,1,female,27.972051858745154,0,0,60.24223433903458,S
1,1,female,46.658303135761315,0,1,31.392730253300073,S
1,3,female,28.39361284063144,0,1,10.621626686497379,S
0,3,male,19.63499086338785,1,0,20.21251610895056,S
0,3,male,22.354260908417555,1,0,6.796519626406515,C
0,3,male,48.15680014694262,1,0,12.0889379022009,S
0,2,male,37.476306053122954,1,1,7.51335101342638,S
1,2,female,24.10836526791416,1,0,5.825451945520896,S
1,3,female,26.271526910514556,0,1,11.795254174136815,C
0,3,male,6.975932186511017,0,0,18.555804373365767,S
1,3,female,35.33287591234735,0,0,28.577866947114025,S
1,3,female,4.182672238415748,0,1,17.002934374411797,C
0,1,male,40.60104875461411,0,1,24.75246690388827,S
0,3,male,31.565013091123355,0,0,1.5826218784863304,Q
0,3,male,28.39361284063144,0,1,37.973765895977024,S
1,3,female,13.748034470997565,0,0,24.87110198488766,S
0,2,male,28.211399679910823,1,0,0.7106192708815762,Q
1,3,female,55.77517166338441,1,0,28.250793326254453,S
0,1,male,46.97514978422551,0,1,89.8567407031475,S
0,3,male,19.604925252091455,0,0,11.113851212305061,S
0,1,male,32.94752771141499,0,0,102.01803213491208,C
1,2,female,29.728990668018763,1,1,5.97799784262304,C
0,2,female,33.78836007721528,1,2,1.7848009595584386,S
0,3,female,19.56913367821997,1,1,19.321761598451538,Q
0,1,male,28.40485416083935,0,0,87.92120374235903,S
0,2,male,28.39361284063144,1,0,46.368474475103,S
0,3,male,31.65929005208719,1,1,30.096310570316334,S
0,3,male,36.225299764616565,0,2,8.405292568510973,S
0,3,male,26.40241851666368,0,2,9.529905400881452,C
0,1,male,28.39361284063144,1,0,57.69169811753327,S
0,3,female,44.0337120113462,2,0,3.121479625330748,S
0,3,male,34.98561305089563,0,1,18.035223474539222,S
1,1,female,19.172781083335835,2,1,0.0,C
1,1,female,25.63129352084807,0,0,71.07771129239872,Q
1,3,female,7.940293659663336,0,0,7.3703395303024655,S
0,2,male,14.831553147220385,0,0,34.97855066472199,S
0,3,male,21.901735477821475,1,1,8.721908536401056,S
1,2,female,47.51210177806219,0,1,16.45564345744179,S
1,2,female,20.427200832131604,0,1,11.080839184535142,Q
1,2,female,28.39361284063144,0,0,13.160898878938271,S
1,1,male,21.894415058507093,0,0,53.78151391235308,S
1,3,female,33.295239632352185,1,0,24.824214516169484,S
0,2,male,27.64976521891487,0,0,23.44456586501687,S
0,3,male,42.35932070134478,1,1,3.5577798442384143,Q
0,2,male,28.39361284063144,0,0,55.243700560132396,S
1,1,male,6.898340374964608,0,0,149.80741630024596,S
1,1,male,9.661739045227325,2,0,132.6303256292033,S
0,3,male,28.39361284063144,0,1,5.09391702992415,Q
0,2,male,11.588630425168233,0,2,18.000576392807254,Q
0,2,male,28.39361284063144,1,0,23.042207695956392,S
1,3,female,22.946361609557872,2,0,6.389660963732142,S
1,2,female,64.13179497538326,2,0,27.14343132706375,S
1,2,female,4.503138370511586,1,0,41.3292338485504,S
0,3,male,32.652681091292116,0,1,0.0,S
1,1,female,28.39361284063144,1,0,86.6908653574086,C
0,2,male,22.54568056445116,1,1,14.235780225837702,Q
0,1,male,31.75058236343789,1,1,104.19294072874129,S
0,3,male,0.4,1,0,7.932511573524352,S
0,2,male,33.1339786934264,0,2,35.02392908020774,S
1,3,female,57.29215820297543,0,0,10.067020529778544,S
0,3,male,28.39361284063144,0,1,15.518814832892915,S
1,3,female,33.467213923679886,0,0,7.384211155764381,S
0,2,male,44.56136455031829,0,0,0.6761242072844205,Q
0,3,male,27.32267424960855,1,0,18.88204639733572,S
1,3,female,21.27607726629349,0,0,5.928864793586781,C
1,1,female,0.4,0,0,102.47151200872031,S
1,1,female,38.99436543122711,0,1,43.50543104217928,S
1,2,male,28.05905805893099,1,1,19.015091953194442,S
1,3,female,15.016084154871654,0,1,7.996175710836489,Q
0,3,male,31.535652299026555,2,0,21.673386977205734,S
0,3,male,21.23663482631037,2,1,14.418544757824776,S
0,3,male,22.037821098824878,1,0,28.915665164487663,C
0,2,male,38.49122176357627,0,0,20.713062129580372,C
